PSOTIVOS: 
(('남북', 'NNG'), 2998)  Dos coreas
(('대단결', 'NNG'), 1)
(('삼대', 'NNG'), 1)
(('32', 'NR'), 1)
(('살얼음판', 'NNG'), 1)
(('향군', 'NNG'), 1)
(('한마음', 'NNG'), 1)
(('한일', 'NNG'), 1)
(('앵벌이', 'NNG'), 1)
(('시비', 'NNG'), 1)
(('도중', 'NNG'), 1)
(('윤선', 'NNG'), 1)
(('파이터', 'NNG'), 1)
(('0427', 'NR'), 1)
(('302', 'NR'), 1)
(('핫', 'NNG'), 1)
(('욕쟁이', 'NNG'), 1)
(('가미', 'NNG'), 1)
(('아키라', 'NNG'), 1)
(('압축', 'NNG'), 1)
(('골', 'NNG'), 1)
(('양당', 'NNG'), 1)
(('교섭', 'NNG'), 1)
(('벌레', 'NNG'), 1)
(('측면', 'NNG'), 1)
(('유창', 'NNG'), 1)
(('오늘밤', 'NNG'), 1)
(('796', 'NR'), 1)
(('아들', 'NNG'), 1)
(('지가', 'NNG'), 1)
(('왜놈', 'NNG'), 1)
(('고사', 'NNG'), 1)
(('암울', 'NNG'), 1)
(('취지', 'NNG'), 1)
(('세탁', 'NNG'), 1)
(('부화', 'NNG'), 1)
(('뇌동', 'NNG'), 1)
(('85', 'NR'), 1)
(('쇼크', 'NNG'), 1)
(('불안', 'NNG'), 1)
(('교통', 'NNG'), 1)
(('민망', 'NNG'), 1)
(('속도', 'NNG'), 1)
(('단장', 'NNG'), 1)
(('해설자', 'NNG'), 1)
(('장과', 'NNG'), 1)
(('지인', 'NNG'), 1)
(('고기', 'NNG'), 1)
(('후식', 'NNG'), 1)
(('대형', 'NNG'), 1)
(('모니터', 'NNG'), 1)
(('오우', 'NNG'), 1)
(('요놈', 'NP'), 1)
(('담당', 'NNG'), 1)
(('육영수', 'NNG'), 1)
(('친인척', 'NNG'), 1)
(('처복', 'NNG'), 1)
(('발악', 'NNG'), 1)
(('동원', 'NNG'), 1)
(('환자', 'NNG'), 1)
(('주인', 'NNG'), 1)
(('중환자', 'NNG'), 1)
(('한진', 'NNG'), 1)
(('고담', 'NNG'), 1)
(('이대', 'NNG'), 1)
(('타파', 'NNG'), 1)
(('결과적', 'NNG'), 1)
(('문학적', 'NNG'), 1)
(('획', 'NNG'), 1)
(('초기', 'NNG'), 1)
(('궁합', 'NNG'), 1)
(('우정', 'NNG'), 1)
(('773', 'NR'), 1)
(('동작', 'NNG'), 1)
(('지역구', 'NNG'), 1)
(('녀', 'NNG'), 1)
(('망언', 'NNG'), 1)
(('긴급', 'NNG'), 1)
(('타전', 'NNG'), 1)
(('휴전', 'NNG'), 1)
(('구매', 'NNG'), 1)
(('아시', 'NNG'), 1)
(('재가', 'NNG'), 1)
(('이중성', 'NNG'), 1)
(('01', 'NR'), 1)
(('용어', 'NNG'), 1)
(('용례', 'NNG'), 1)
(('해제', 'NNG'), 1)
(('국방부', 'NNG'), 1)
(('칼럼', 'NNG'), 1)
(('향기', 'NNG'), 1)
(('잡소리', 'NNG'), 1)
(('성주', 'NNG'), 1)
(('출발선', 'NNG'), 1)
(('신호탄', 'NNG'), 1)
(('마음가짐', 'NNG'), 1)
(('숱', 'NNG'), 1)
(('핍박', 'NNG'), 1)
(('오신', 'NNG'), 1)
(('하늘', 'NNG'), 1)
(('758', 'NR'), 1)
(('독교', 'NNG'), 1)
(('한가지', 'NNG'), 1)
(('치질', 'NNG'), 1)
(('기사도', 'NNG'), 1)
(('영한', 'NNG'), 1)
(('117', 'NR'), 1)
(('참모', 'NNG'), 1)
(('설레', 'NNB'), 1)
(('유권자', 'NNG'), 1)
(('세바', 'NNG'), 1)
(('강연', 'NNG'), 1)
(('808', 'NR'), 1)
(('일', 'NR'), 1)
(('인증', 'NNG'), 1)
(('징검다리', 'NNG'), 1)
(('한중일', 'NNG'), 1)
(('회자', 'NNG'), 1)
(('도덕적', 'NNG'), 1)
(('조해', 'NNG'), 1)
(('천명', 'NNG'), 1)
(('감상', 'NNG'), 1)
(('각도', 'NNG'), 1)
(('미남', 'NNG'), 1)
(('427', 'NR'), 1)
(('식탁', 'NNG'), 1)
(('의리', 'NNG'), 1)
(('정호', 'NNG'), 1)
(('735', 'NR'), 1)
(('표적', 'NNG'), 1)
(('세금', 'NNG'), 1)
(('수억', 'NR'), 1)
(('추징', 'NNG'), 1)
(('납부', 'NNG'), 1)
(('강추', 'NNG'), 1)
(('그분', 'NP'), 1)
(('해법', 'NNG'), 1)
(('빈민층', 'NNG'), 1)
(('남의', 'NNG'), 1)
(('대갈빡', 'NNG'), 1)
(('차이트', 'NNG'), 1)
(('733', 'NR'), 1)
(('경원선', 'NNG'), 1)
(('104.6', 'NR'), 1)
(('단절', 'NNG'), 1)
(('감호', 'NNG'), 1)
(('구간', 'NNG'), 1)
(('속보', 'NNG'), 1)
(('위화도', 'NNG'), 1)
(('회군', 'NNG'), 1)
(('접근', 'NNG'), 1)
(('폭력', 'NNG'), 1)
(('접수', 'NNG'), 1)
(('심증', 'NNG'), 1)
(('공권력', 'NNG'), 1)
(('대수술', 'NNG'), 1)
(('네오', 'NNP'), 1)
(('반란', 'NNG'), 1)
(('무산', 'NNG'), 1)
(('지정학', 'NNG'), 1)
(('피해', 'NNG'), 1)
(('수혜', 'NNG'), 1)
(('인식', 'NNG'), 1)
(('극적', 'NNG'), 1)
(('프라이', 'NNG'), 1)
(('당근', 'NNG'), 1)
(('주관자', 'NNG'), 1)
(('치명적', 'NNG'), 1)
(('공조', 'NNG'), 1)
(('훼방', 'NNG'), 1)
(('등제', 'NNG'), 1)
(('대기', 'NNG'), 1)
(('하사', 'NNG'), 1)
(('클라우드', 'NNG'), 1)
(('플랫폼', 'NNG'), 1)
(('판매', 'NNG'), 1)
(('판매자', 'NNG'), 1)
(('금연', 'NNG'), 1)
(('일차', 'NNG'), 1)
(('한라', 'NNP'), 1)
(('오찬', 'NNG'), 1)
(('이단', 'NNG'), 1)
(('교리', 'NNG'), 1)
(('언약', 'NNG'), 1)
(('추후', 'NNG'), 1)
(('조건', 'NNG'), 1)
(('동반자', 'NNG'), 1)
(('자', 'NNB'), 1)
(('대권', 'NNG'), 1)
(('글쓰기', 'NNG'), 1)
(('어깃장', 'NNG'), 1)
(('구축', 'NNG'), 1)
(('지대', 'NNG'), 1)
(('성원', 'NNG'), 1)
(('복창', 'NNG'), 1)
(('동아시아', 'NNP'), 1)
(('정세', 'NNG'), 1)
(('이달', 'NNG'), 1)
(('남녀', 'NNG'), 1)
(('5142', 'NR'), 1)
(('3.1', 'NR'), 1)
(('개요', 'NNG'), 1)
(('참조', 'NNG'), 1)
(('모이', 'NNG'), 1)
(('일상', 'NNG'), 1)
(('공간', 'NNG'), 1)
(('전', 'NNM'), 1)
(('논', 'NNG'), 1)
(('백성', 'NNG'), 1)
(('마취', 'NNG'), 1)
(('겸', 'NNG'), 1)
(('제시', 'NNG'), 1)
(('말장난', 'NNG'), 1)
(('카드', 'NNG'), 1)
(('무식', 'NNG'), 1)
(('유일본', 'NNG'), 1)
(('저거', 'NP'), 1)
(('정색', 'NNG'), 1)
(('뻐꾸기', 'NNG'), 1)
(('모드', 'NNG'), 1)
(('핵폭탄', 'NNG'), 1)
(('문제지', 'NNG'), 1)
(('대역죄', 'NNG'), 1)
(('아해', 'NNG'), 1)
(('주고', 'NNG'), 1)
(('일본', 'NNP'), 1)
(('압승', 'NNG'), 1)
(('석식', 'NNG'), 1)
(('국채', 'NNG'), 1)
(('경', 'NNM'), 1)
(('공', 'NR'), 1)
(('범', 'NNM'), 1)
(('자당', 'NNG'), 1)
(('지분', 'NNG'), 1)
(('노후', 'NNG'), 1)
(('우당', 'NNG'), 1)
(('시즌', 'NNG'), 1)
(('도루묵', 'NNG'), 1)
(('공범자', 'NNG'), 1)
(('만이', 'NNG'), 1)
(('세이', 'NR'), 1)
(('월요', 'NNG'), 1)
(('데스크', 'NNG'), 1)
(('프리미엄', 'NNG'), 1)
(('미대', 'NNG'), 1)
(('인프라', 'NNG'), 1)
(('선봉', 'NNG'), 1)
(('기득', 'NNG'), 1)
(('진흙탕', 'NNG'), 1)
(('강남', 'NNG'), 1)
(('목동', 'NNP'), 1)
(('에로', 'NNG'), 1)
(('진출', 'NNG'), 1)
(('가도', 'NNG'), 1)
(('천재', 'NNG'), 1)
(('임무', 'NNG'), 1)
(('전례', 'NNG'), 1)
(('이목', 'NNG'), 1)
(('이별', 'NNG'), 1)
(('효', 'NNG'), 1)
(('부대변인', 'NNG'), 1)
(('속이', 'NNG'), 1)
(('배신감', 'NNG'), 1)
(('열풍', 'NNG'), 1)
(('요리사', 'NNG'), 1)
(('제면기', 'NNG'), 1)
(('58', 'NR'), 1)
(('백악관', 'NNG'), 1)
(('한국민', 'NNG'), 1)
(('한편', 'NNG'), 1)
(('충이', 'NNG'), 1)
(('마이클', 'NNG'), 1)
(('잭', 'NNG'), 1)
(('제이', 'NNG'), 1)
(('찬가', 'NNG'), 1)
(('줌', 'NNG'), 1)
(('방금', 'NNG'), 1)
(('교체', 'NNG'), 1)
(('흐름', 'NNG'), 1)
(('대실', 'NNG'), 1)
(('꼬투리', 'NNG'), 1)
(('얄', 'NR'), 1)
(('타', 'NNM'), 1)
(('비견', 'NNG'), 1)
(('역시나', 'NNG'), 1)
(('걸레', 'NNG'), 1)
(('구제', 'NNG'), 1)
(('8.15', 'NR'), 1)
(('쾌거', 'NNG'), 1)
(('대가리', 'NNG'), 1)
(('정신병자', 'NNG'), 1)
(('병', 'NNG'), 1)
(('중병', 'NNG'), 1)
(('고질병', 'NNG'), 1)
(('만성병', 'NNG'), 1)
(('앞바다', 'NNG'), 1)
(('투신', 'NNG'), 1)
(('물고기', 'NNG'), 1)
(('인천', 'NNG'), 1)
(('체결', 'NNG'), 1)
(('천만', 'NNG'), 1)
(('통치자', 'NNG'), 1)
(('624', 'NR'), 1)
(('청아', 'NNG'), 1)
(('우호적', 'NNG'), 1)
(('변수', 'NNG'), 1)
(('등정', 'NNG'), 1)
(('량', 'NNG'), 1)
(('중공군', 'NNG'), 1)
(('비행기', 'NNG'), 1)
(('이어도', 'NNG'), 1)
(('의적', 'NNG'), 1)
(('침탈', 'NNG'), 1)
(('하이에나', 'NNG'), 1)
(('12018', 'NR'), 1)
(('고등학생', 'NNG'), 1)
(('전당', 'NNG'), 1)
(('야외', 'NNG'), 1)
(('음악회', 'NNG'), 1)
(('입장료', 'NNG'), 1)
(('백지', 'NNG'), 1)
(('강산', 'NNG'), 1)
(('한성', 'NNG'), 1)
(('넷', 'NNG'), 1)
(('노인네', 'NNG'), 1)
(('복잡', 'NNG'), 1)
(('신드롬', 'NNG'), 1)
(('천의', 'NNG'), 1)
(('대구경', 'NNG'), 1)
(('띠', 'NNG'), 1)
(('현호', 'NNG'), 1)
(('규정', 'NNG'), 1)
(('심화', 'NNG'), 1)
(('바톤', 'NNG'), 1)
(('터치', 'NNG'), 1)
(('담판', 'NNG'), 1)
(('중국인', 'NNG'), 1)
(('음식점', 'NNG'), 1)
(('관람', 'NNG'), 1)
(('590', 'NR'), 1)
(('차세대', 'NNG'), 1)
(('가상현실', 'NNG'), 1)
(('국내외', 'NNG'), 1)
(('최저', 'NNG'), 1)
(('임금', 'NNG'), 1)
(('실업', 'NNG'), 1)
(('윤곽', 'NNG'), 1)
(('강경', 'NNG'), 1)
(('사직', 'NNG'), 1)
(('개편', 'NNG'), 1)
(('부문', 'NNG'), 1)
(('평시', 'NNG'), 1)
(('한도', 'NNG'), 1)
(('깡', 'NNG'), 1)
(('585', 'NR'), 1)
(('체육회', 'NNG'), 1)
(('운동회', 'NNG'), 1)
(('엘리트', 'NNG'), 1)
(('체육과', 'NNG'), 1)
(('통합', 'NNG'), 1)
(('단위', 'NNG'), 1)
(('상계', 'NNG'), 1)
(('3.4', 'NR'), 1)
(('변증법', 'NNG'), 1)
(('정반합', 'NNG'), 1)
(('논리', 'NNG'), 1)
(('결과론', 'NNG'), 1)
(('덤', 'NNG'), 1)
(('스미스', 'NNG'), 1)
(('손과', 'NNG'), 1)
(('총연맹', 'NNG'), 1)
(('밥그릇', 'NNG'), 1)
(('역설적', 'NNG'), 1)
(('강화', 'NNG'), 1)
(('토대', 'NNG'), 1)
(('로켓', 'NNG'), 1)
(('경계심', 'NNG'), 1)
(('작전', 'NNG'), 1)
(('지속', 'NNG'), 1)
(('펜스', 'NNG'), 1)
(('확언', 'NNG'), 1)
(('폼페이', 'NNG'), 1)
(('내동', 'NNP'), 1)
(('시기상조', 'NNG'), 1)
(('일은', 'NNG'), 1)
(('보상', 'NNG'), 1)
(('허상', 'NNG'), 1)
(('직해', 'NNG'), 1)
(('활성화', 'NNG'), 1)
(('중학교', 'NNG'), 1)
(('선생님', 'NNG'), 1)
(('레드', 'NNG'), 1)
(('벨벳', 'NNG'), 1)
(('백배', 'NNG'), 1)
(('계층', 'NNG'), 1)
(('아사이', 'NNG'), 1)
(('질타', 'NNG'), 1)
(('인과', 'NNG'), 1)
(('대본', 'NNG'), 1)
(('347', 'NR'), 1)
(('66', 'NR'), 1)
(('이상인', 'NNP'), 1)
(('광', 'NNG'), 1)
(('나흘', 'NNG'), 1)
(('보좌관', 'NNG'), 1)
(('선사', 'NNG'), 1)
(('쪽지', 'NNG'), 1)
(('군대', 'NNG'), 1)
(('상점', 'NNG'), 1)
(('유사', 'NNG'), 1)
(('디딤돌', 'NNG'), 1)
(('관례', 'NNG'), 1)
(('일색', 'NNG'), 1)
(('와의', 'NNG'), 1)
(('강아지', 'NNG'), 1)
(('저자', 'NNG'), 1)
(('팔자', 'NNG'), 1)
(('전용', 'NNG'), 1)
(('화장실', 'NNG'), 1)
(('언제쯤', 'NNG'), 1)
(('돌발', 'NNG'), 1)
(('할머니', 'NNG'), 1)
(('위서', 'NNG'), 1)
(('일장기', 'NNG'), 1)
(('공동선', 'NNG'), 1)
(('언문', 'NNG'), 1)
(('준석', 'NNG'), 1)
(('변호', 'NNG'), 1)
(('아세', 'NNG'), 1)
(('동남아시아', 'NNG'), 1)
(('동남아', 'NNG'), 1)
(('포커스', 'NNG'), 1)
(('비서관', 'NNG'), 1)
(('선임', 'NNG'), 1)
(('공작', 'NNG'), 1)
(('지폐', 'NNG'), 1)
(('소망', 'NNG'), 1)
(('한강물', 'NNG'), 1)
(('114', 'NR'), 1)
(('457', 'NR'), 1)
(('열정', 'NNG'), 1)
(('계화면', 'NNP'), 1)
(('신신당부', 'NNG'), 1)
(('그놈', 'NP'), 1)
(('사학', 'NNG'), 1)
(('개판', 'NNG'), 1)
(('임기', 'NNG'), 1)
(('측이', 'NNG'), 1)
(('거론', 'NNG'), 1)
(('영토', 'NNG'), 1)
(('임의', 'NNG'), 1)
(('박통', 'NNG'), 1)
(('야기', 'NNG'), 1)
(('잔칫집', 'NNG'), 1)
(('한국적', 'NNG'), 1)
(('연구원', 'NNG'), 1)
(('영자', 'NNG'), 1)
(('뻔', 'NNB'), 1)
(('이틀간', 'NNG'), 1)
(('장서', 'NNG'), 1)
(('고마움', 'NNG'), 1)
(('겸손', 'NNG'), 1)
(('관영', 'NNG'), 1)
(('경신', 'NNG'), 1)
(('군포', 'NNG'), 1)
(('발걸음', 'NNG'), 1)
(('외세', 'NNG'), 1)
(('간섭', 'NNG'), 1)
(('당사자', 'NNG'), 1)
(('국제적', 'NNG'), 1)
(('개시', 'NNG'), 1)
(('의심', 'NNG'), 1)
(('의거', 'NNG'), 1)
(('부재', 'NNG'), 1)
(('살얼음', 'NNG'), 1)
(('485', 'NR'), 1)
(('창당', 'NNG'), 1)
(('폭탄', 'NNG'), 1)
(('감당', 'NNG'), 1)
(('용단', 'NNG'), 1)
(('내리기', 'NNG'), 1)
(('수신제', 'NNG'), 1)
(('티셔츠', 'NNG'), 1)
(('리포트', 'NNG'), 1)
(('용진', 'NNG'), 1)
(('479', 'NR'), 1)
(('스파이', 'NNG'), 1)
(('여시', 'NNG'), 1)
(('행진', 'NNG'), 1)
(('석도', 'NNG'), 1)
(('치', 'NNB'), 1)
(('공이', 'NNG'), 1)
(('미세', 'NNG'), 1)
(('초음파', 'NNG'), 1)
(('기화', 'NNG'), 1)
(('눈시울', 'NNG'), 1)
(('연예계', 'NNG'), 1)
(('서버', 'NNG'), 1)
(('걸음', 'NNG'), 1)
(('세정제', 'NNG'), 1)
(('서도', 'NNG'), 1)
(('명이', 'NNG'), 1)
(('연루', 'NNG'), 1)
(('안해', 'NNG'), 1)
(('흠', 'NNG'), 1)
(('내고', 'NNG'), 1)
(('억측', 'NNG'), 1)
(('혹', 'NNG'), 1)
(('속지', 'NNG'), 1)
(('아버님', 'NNG'), 1)
(('예', 'NNG'), 1)
(('정우', 'NNG'), 1)
(('잔인', 'NNG'), 1)
(('긴장감', 'NNG'), 1)
(('공존', 'NNG'), 1)
(('손잡이', 'NNG'), 1)
(('관용', 'NNG'), 1)
(('중립국', 'NNG'), 1)
(('지위', 'NNG'), 1)
(('국방', 'NNG'), 1)
(('설립', 'NNG'), 1)
(('이념', 'NNG'), 1)
(('차별', 'NNG'), 1)
(('빈부', 'NNG'), 1)
(('격차', 'NNG'), 1)
(('최소', 'NNG'), 1)
(('현시점', 'NNG'), 1)
(('현진', 'NNP'), 1)
(('분발', 'NNG'), 1)
(('시다', 'NNG'), 1)
(('신동', 'NNP'), 1)
(('확신', 'NNG'), 1)
(('가량', 'NNG'), 1)
(('순정', 'NNG'), 1)
(('심보', 'NNG'), 1)
(('광경', 'NNG'), 1)
(('생도', 'NNG'), 1)
(('권위', 'NNG'), 1)
(('놀람', 'NNG'), 1)
(('초반', 'NNG'), 1)
(('달러화', 'NNG'), 1)
(('약보합', 'NNG'), 1)
(('유가', 'NNG'), 1)
(('주요국', 'NNG'), 1)
(('경과', 'NNG'), 1)
(('분기', 'NNG'), 1)
(('성장률', 'NNG'), 1)
(('물가', 'NNG'), 1)
(('달성', 'NNG'), 1)
(('삭제', 'NNG'), 1)
(('실무', 'NNG'), 1)
(('편이', 'NNG'), 1)
(('일요일', 'NNG'), 1)
(('전환', 'NNG'), 1)
(('골자', 'NNG'), 1)
(('채택', 'NNG'), 1)
(('견해', 'NNG'), 1)
(('판문', 'NNG'), 1)
(('보물', 'NNG'), 1)
(('대망', 'NNG'), 1)
(('리액션', 'NNP'), 1)
(('본', 'NNM'), 1)
(('유명세', 'NNG'), 1)
(('구걸', 'NNG'), 1)
(('종도', 'NNG'), 1)
(('시급', 'NNG'), 1)
(('업적', 'NNG'), 1)
(('탑승', 'NNG'), 1)
(('잠수', 'NNG'), 1)
(('럼', 'NNM'), 1)
(('면역력', 'NNG'), 1)
(('습', 'NNG'), 1)
(('해장', 'NNG'), 1)
(('우택', 'NNG'), 1)
(('인륜', 'NNG'), 1)
(('강세', 'NNG'), 1)
(('전임', 'NNG'), 1)
(('저명', 'NNG'), 1)
(('포럼', 'NNG'), 1)
(('라디오', 'NNG'), 1)
(('엔진', 'NNG'), 1)
(('브라우저', 'NNG'), 1)
(('노트', 'NNG'), 1)
(('이행도', 'NNG'), 1)
(('가지', 'NNB'), 1)
(('아마추어', 'NNG'), 1)
(('곤란', 'NNG'), 1)
(('폭스', 'NNG'), 1)
(('방산', 'NNG'), 1)
(('불씨', 'NNG'), 1)
(('진성', 'NNG'), 1)
(('실체', 'NNG'), 1)
(('안기부', 'NNG'), 1)
(('삼의', 'NNG'), 1)
(('증언', 'NNG'), 1)
(('박', 'NNM'), 1)
(('자매', 'NNG'), 1)
(('일주일', 'NNG'), 1)
(('도서관', 'NNG'), 1)
(('서울시', 'NNG'), 1)
(('현수막', 'NNG'), 1)
(('855', 'NR'), 1)
(('에너지', 'NNG'), 1)
(('재계', 'NNG'), 1)
(('신인', 'NNG'), 1)
(('디스카운트', 'NNG'), 1)
(('주원인', 'NNG'), 1)
(('격무', 'NNG'), 1)
(('월요일', 'NNG'), 1)
(('나자', 'NNG'), 1)
(('자살골', 'NNG'), 1)
(('회하', 'NNG'), 1)
(('동족', 'NNG'), 1)
(('역적', 'NNG'), 1)
(('일일', 'NNG'), 1)
(('부여', 'NNG'), 1)
(('지석', 'NNG'), 1)
(('현명', 'NNG'), 1)
(('겸비', 'NNG'), 1)
(('분주', 'NNG'), 1)
(('장선', 'NNG'), 1)
(('월과', 'NNG'), 1)
(('라면', 'NNG'), 1)
(('빛깔', 'NNG'), 1)
(('특정', 'NNG'), 1)
(('권력자', 'NNG'), 1)
(('우상시', 'NNG'), 1)
(('근본적', 'NNG'), 1)
(('문제점', 'NNG'), 1)
(('숙고', 'NNG'), 1)
(('인지', 'NNG'), 1)
(('스튜디오', 'NNG'), 1)
(('치자', 'NNG'), 1)
(('촛점', 'NNG'), 1)
(('뉘앙스', 'NNG'), 1)
(('이쪽', 'NNG'), 1)
(('퇴근', 'NNG'), 1)
(('기절', 'NNG'), 1)
(('02', 'NR'), 1)
(('고인', 'NNG'), 1)
(('명복', 'NNG'), 1)
(('학과', 'NNG'), 1)
(('업계', 'NNG'), 1)
(('상각', 'NNG'), 1)
(('아남', 'NNP'), 1)
(('안과', 'NNG'), 1)
(('제정신', 'NNG'), 1)
(('유익', 'NNG'), 1)
(('안대', 'NNG'), 1)
(('소한', 'NNG'), 1)
(('거래', 'NNG'), 1)
(('자위대', 'NNG'), 1)
(('갈채', 'NNG'), 1)
(('살기', 'NNG'), 1)
(('덕담', 'NNG'), 1)
(('1950', 'NR'), 1)
(('년대', 'NNM'), 1)
(('여건', 'NNG'), 1)
(('분열', 'NNG'), 1)
(('효용', 'NNG'), 1)
(('이승만', 'NNG'), 1)
(('동강', 'NNP'), 1)
(('박정희', 'NNG'), 1)
(('조성', 'NNG'), 1)
(('모기떼', 'NNG'), 1)
(('소탕', 'NNG'), 1)
(('살충제', 'NNG'), 1)
(('살포', 'NNG'), 1)
(('블라', 'NNG'), 1)
(('비영리', 'NNG'), 1)
(('우모', 'NNG'), 1)
(('몸통', 'NNG'), 1)
(('41', 'NR'), 1)
(('철회', 'NNG'), 1)
(('층하', 'NNG'), 1)
(('누군가', 'NP'), 1)
(('가관', 'NNG'), 1)
(('로동당', 'NNG'), 1)
(('서열', 'NNG'), 1)
(('부동', 'NNG'), 1)
(('허락', 'NNG'), 1)
(('눔', 'NNB'), 1)
(('신청', 'NNG'), 1)
(('수괴', 'NNG'), 1)
(('빨치산', 'NNG'), 1)
(('전사', 'NNG'), 1)
(('림', 'NNM'), 1)
(('동무', 'NNG'), 1)
(('밀착', 'NNG'), 1)
(('부천', 'NNG'), 1)
(('선진국', 'NNG'), 1)
(('비정상', 'NNG'), 1)
(('주류', 'NNG'), 1)
(('75.3', 'NR'), 1)
(('상자', 'NNG'), 1)
(('일관', 'NNG'), 1)
(('오브', 'NNG'), 1)
(('예리', 'NNG'), 1)
(('닭', 'NNG'), 1)
(('반문', 'NNG'), 1)
(('해명', 'NNG'), 1)
(('최성', 'NNG'), 1)
(('고양', 'NNG'), 1)
(('컷오프', 'NNG'), 1)
(('장난질', 'NNG'), 1)
(('꿍꿍이', 'NNG'), 1)
(('해적', 'NNG'), 1)
(('총력', 'NNG'), 1)
(('진일보', 'NNG'), 1)
(('미지수', 'NNG'), 1)
(('도', 'NNM'), 1)
(('되풀이', 'NNG'), 1)
(('시간', 'NNM'), 1)
(('두려움', 'NNG'), 1)
(('청춘', 'NNG'), 1)
(('해유', 'NNG'), 1)
(('2014.4', 'NR'), 1)
(('부정부패', 'NNG'), 1)
(('비극', 'NNG'), 1)
(('시어머니', 'NNG'), 1)
(('며느리', 'NNG'), 1)
(('장의', 'NNG'), 1)
(('패기', 'NNG'), 1)
(('한라산', 'NNP'), 1)
(('공화국', 'NNG'), 1)
(('사월', 'NNG'), 1)
(('저항', 'NNG'), 1)
(('전형적', 'NNG'), 1)
(('영도자', 'NNG'), 1)
(('개최지', 'NNG'), 1)
(('침통', 'NNG'), 1)
(('보', 'NNM'), 1)
(('방탄', 'NNG'), 1)
(('벤츠', 'NNG'), 1)
(('위력', 'NNG'), 1)
(('벽', 'NNG'), 1)
(('허문', 'NNG'), 1)
(('스타일', 'NNG'), 1)
(('대학로', 'NNG'), 1)
(('기획자', 'NNG'), 1)
(('고전적', 'NNG'), 1)
(('친밀', 'NNG'), 1)
(('바둑판', 'NNG'), 1)
(('배열', 'NNG'), 1)
(('열고', 'NNG'), 1)
(('이모저모', 'NNG'), 1)
(('태지', 'NNG'), 1)
(('머릿수', 'NNG'), 1)
(('하느님', 'NNG'), 1)
(('아바', 'NNP'), 1)
(('십', 'NR'), 1)
(('포로', 'NNG'), 1)
(('실황', 'NNG'), 1)
(('6.13', 'NR'), 1)
(('어거지', 'NNG'), 1)
(('아프리카', 'NNG'), 1)
(('사서', 'NNG'), 1)
(('어버이', 'NNG'), 1)
(('인격', 'NNG'), 1)
(('살해', 'NNG'), 1)
(('부실', 'NNG'), 1)
(('공허', 'NNG'), 1)
(('농단', 'NNG'), 1)
(('근', 'NNG'), 1)
(('죽', 'NNG'), 1)
(('관문', 'NNG'), 1)
(('연결고리', 'NNG'), 1)
(('부동산', 'NNG'), 1)
(('땅값', 'NNG'), 1)
(('과장', 'NNG'), 1)
(('그곳', 'NP'), 1)
(('현전', 'NNG'), 1)
(('메', 'NR'), 1)
(('모지', 'NNG'), 1)
(('받자', 'NNG'), 1)
(('잘못', 'NNG'), 1)
(('잡기', 'NNG'), 1)
(('말대', 'NNG'), 1)
(('화물', 'NNG'), 1)
(('횡단', 'NNG'), 1)
(('초등학교', 'NNG'), 1)
(('베일', 'NNG'), 1)
(('문장', 'NNG'), 1)
(('합', 'NNG'), 1)
(('표출', 'NNG'), 1)
(('질', 'NNG'), 1)
(('다대기', 'NNG'), 1)
(('대다수', 'NNG'), 1)
(('보수적', 'NNG'), 1)
(('색채', 'NNG'), 1)
(('최전방', 'NNG'), 1)
(('접경', 'NNG'), 1)
(('12.8', 'NR'), 1)
(('9.0', 'NR'), 1)
(('6.5', 'NR'), 1)
(('6.4', 'NR'), 1)
(('34', 'NR'), 1)
(('27.3', 'NR'), 1)
(('17.9', 'NR'), 1)
(('12.9', 'NR'), 1)
(('6.0', 'NR'), 1)
(('삐뚤이', 'NNG'), 1)
(('통문', 'NNG'), 1)
(('사진첩', 'NNG'), 1)
(('초고', 'NNG'), 1)
(('화질', 'NNG'), 1)
(('관련주', 'NNG'), 1)
(('테마', 'NNG'), 1)
(('명기', 'NNG'), 1)
(('후보자', 'NNG'), 1)
(('정답', 'NNG'), 1)
(('로또', 'NNG'), 1)
(('74', 'NR'), 1)
(('재향', 'NNG'), 1)
(('군인', 'NNG'), 1)
(('도안', 'NNG'), 1)
(('아고라', 'NNG'), 1)
(('359', 'NR'), 1)
(('데뷔', 'NNG'), 1)
(('너와', 'NNG'), 1)
(('년', 'NNG'), 1)
(('업', 'NNG'), 1)
(('철마', 'NNG'), 1)
(('락', 'NNG'), 1)
(('이스라엘', 'NNG'), 1)
(('분수령', 'NNG'), 1)
(('운행', 'NNG'), 1)
(('입력', 'NNG'), 1)
(('보소', 'NNG'), 1)
(('오픈', 'NNG'), 1)
(('현안', 'NNG'), 1)
(('눈높이', 'NNG'), 1)
(('새길', 'NNG'), 1)
(('플랜', 'NNG'), 1)
(('편', 'NNM'), 1)
(('눈썹', 'NNG'), 1)
(('지빠귀', 'NNG'), 1)
(('산솔새', 'NNG'), 1)
(('추정', 'NNG'), 1)
(('연남동', 'NNP'), 1)
(('윤영', 'NNP'), 1)
(('본부장', 'NNG'), 1)
(('학', 'NNG'), 1)
(('연출력', 'NNG'), 1)
(('문란', 'NNG'), 1)
(('때', 'NNB'), 1)
(('논란', 'NNG'), 1)
(('쪽박', 'NNG'), 1)
(('차면', 'NNG'), 1)
(('선바위', 'NNG'), 1)
(('근처', 'NNG'), 1)
(('까페', 'NNG'), 1)
